Číslo přejezdu železniční	Název definičního úseku 	Žkm přejezdu	Přejezd s trolejovým vedením	Třída pozemní komunikace	Číslo pozemní komunikace	Místní název přejezdu	Zeměpisná šířka	Zeměpisná délka
P56	Měcholupy - Trnovany	92,913	Ne	II.	227	Holedeč zastávka	50° 17' 06.86613'' N	13° 33' 31.91926'' E	50.28524	13.55887
P57	Měcholupy - Trnovany	94,535	Ne	MK		Veletice zastávka	50° 17' 48.15047'' N	13° 34' 20.68531'' E	50.29671	13.57241
P58	Měcholupy - Trnovany	95,201	Ne	H			50° 18' 06.22252'' N	13° 34' 39.26275'' E	50.30173	13.57757
P59	Měcholupy - Trnovany	96,489	Ne	H			50° 18' 23.11039'' N	13° 35' 36.54409'' E	50.30642	13.59348
P60	Trnovany - Žatec	99,108	Ne	H			50° 19' 41.18184'' N	13° 35' 26.51027'' E	50.32811	13.59070
P61	Trnovany - Žatec	99,836	Ne	H			50° 20' 02.39152'' N	13° 35' 10.42892'' E	50.33400	13.58623
P62	žst. Žatec	102,868	Ano	II.	250		50° 20' 19.39922'' N	13° 32' 58.78914'' E	50.33872	13.54966
P62		0,102	ne	II	250	ulice Lounská	50° 20' 19.255'' N	13° 32' 58.046'' E	50.33868	13.54946
P63	Velichov - Hořetice	106,137	Ano	I.	27		50° 21' 53.35228'' N	13° 32' 29.66486'' E	50.36482	13.54157
P64	Velichov - Hořetice	106,686	Ano	III.	22528		50° 22' 08.42324'' N	13° 32' 16.16129'' E	50.36901	13.53782
P65	Velichov - Hořetice	108,978	Ano	III.	22528		50° 22' 37.96246'' N	13° 30' 32.21188'' E	50.37721	13.50895
P66	žst. Hořetice	109,62	Ano	III.	22528		50° 22' 47.91642'' N	13° 30' 03.61847'' E	50.37998	13.50101
P67	Hořetice - Březno u Chomutova	111,139	Ano	III.	22528		50° 22' 54.26915'' N	13° 28' 48.05857'' E	50.38174	13.48002
P68	Hořetice - Březno u Chomutova	113,097	Ano	H			50° 23' 07.77018'' N	13° 27' 12.73228'' E	50.38549	13.45354
P69	Hořetice - Březno u Chomutova	115,16	Ano	III.	22512		50° 23' 35.18438'' N	13° 25' 42.03217'' E	50.39311	13.42834
P70	žst. Březno u Chomutova	116,142	Ano	O			50° 23' 49.37183'' N	13° 24' 58.83459'' E	50.39705	13.41634
P72	Dubina - Kadaň-Prunéřov	130,672	Ano	MK		přechod na důl SHR	50° 26' 30.79412'' N	13° 19' 48.46410'' E	50.44189	13.33013
P73	Dubina - Kadaň-Prunéřov	132,465	Ano	O			50° 26' 22.54939'' N	13° 18' 29.27629'' E	50.43960	13.30813
P74	žst. Klášterec nad Ohří	144,617	Ano	II.	224	ul. Pražská	50° 23' 10.93513'' N	13° 11' 30.79658'' E	50.38637	13.19189
P75	Perštejn - Stráž nad Ohří	151,943	Ano	III.	1988		50° 22' 08.66942'' N	13° 06' 34.68273'' E	50.36907	13.10963
P76	Perštejn - Stráž nad Ohří	154,831	Ano	MK		Zastávka Boč	50° 21' 33.75804'' N	13° 04' 55.13022'' E	50.35938	13.08198
P77	žst. Vojkovice nad Ohří	163,941	Ano	III.	22125		50° 18' 11.40126'' N	13° 00' 57.25038'' E	50.30317	13.01590
P78	žst. Ostrov nad Ohří	170,153	Ano	III.	22127		50° 18' 01.29177'' N	12° 57' 09.07664'' E	50.30036	12.95252
P79	Ostrov nad Ohří - Hájek	176,26	Ano	III.	22222		50° 17' 11.57014'' N	12° 55' 49.56664'' E	50.28655	12.93044
P80	Hájek - Dalovice	179,337	Ano	O			50° 16' 24.31419'' N	12° 54' 47.13029'' E	50.27342	12.91309
P81	Hájek - Dalovice	179,575	Ano	III.	22222		50° 16' 20.75612'' N	12° 54' 36.60671'' E	50.27243	12.91017
P82	žst. Dalovice	182,304	Ano	III.	22129		50° 15' 24.39570'' N	12° 53' 10.84808'' E	50.25678	12.88635
P83	Dalovice - Karlovy Vary	184,15	Ano	B		Teplárenská ulice	50° 14' 34.87901'' N	12° 52' 46.71158'' E	50.24302	12.87964
P84	Karlovy Vary - Karlovy Vary-Dvory	188,909	Ano	MK		Sachrův Dvůr	50° 14' 09.62390'' N	12° 50' 33.77107'' E	50.23601	12.84271
P85	Karlovy Vary-Dvory - Chodov-karlovarské zhlaví	193,244	Ano	III.	2226		50° 14' 06.58149'' N	12° 47' 25.55177'' E	50.23516	12.79043
P86	Karlovy Vary-Dvory - Chodov-karlovarské zhlaví	195,154	Ano	O			50° 13' 46.54240'' N	12° 46' 02.14547'' E	50.22960	12.76726
P87	Citice - Dasnice	213,744	Ano	C			50° 08' 56.16101'' N	12° 36' 03.00916'' E	50.14893	12.60084
P88	Citice - Dasnice	216,005	Ano	C			50° 08' 09.29001'' N	12° 34' 39.50740'' E	50.13591	12.57764
P89	žst. Dasnice	216,93	Ano	O			50° 08' 08.42763'' N	12° 34' 05.28611'' E	50.13567	12.56814
P90	žst. Kynšperk n.Ohří	222,298	Ano	II.	212		50° 07' 44.09069'' N	12° 31' 18.15125'' E	50.12891	12.52171
P91	žst. Kynšperk n.Ohří	223,047	Ano	MK			50° 07' 23.51212'' N	12° 30' 59.00514'' E	50.12320	12.51639
P92	žst. Kynšperk n.Ohří	223,235	Ano	MK			50° 07' 20.42477'' N	12° 30' 50.86404'' E	50.12234	12.51413
P93	Kynšperk n.Ohří - Nebanice	224,103	Ano	H			50° 07' 16.66132'' N	12° 30' 09.53267'' E	50.12129	12.50265
P94	Nebanice - Tršnice	226,265	Ano	MK			50° 06' 57.57242'' N	12° 28' 31.00258'' E	50.11599	12.47528
P95	Nebanice - Tršnice	227,229	Ano	C			50° 07' 01.94472'' N	12° 27' 43.61594'' E	50.11721	12.46212
P96	Nebanice - Tršnice	228,823	Ano	III.	21226		50° 07' 00.61511'' N	12° 26' 23.50516'' E	50.11684	12.43986
P97	žst. Tršnice	231,51	Ano	III.	21227		50° 07' 06.89203'' N	12° 24' 15.00896'' E	50.11858	12.40417
P97	Tršnice - Nový Drahov	0,591	Ne	III.	21227		50° 07' 06.89203'' N	12° 24' 15.00896'' E	50.11858	12.40417
P98	žst. Tršnice	232,68	Ano	III.	21228		50° 06' 34.45227'' N	12° 23' 45.44399'' E	50.10957	12.39596
P99	Tršnice - Cheb (klášterecké staničení)	233,121	Ano	MK			50° 06' 20.16847'' N	12° 23' 47.79122'' E	50.10560	12.39661
P100	Tršnice - Cheb (klášterecké staničení)	234,565	Ano	III.	21226	Hradiště	50° 05' 34.51476'' N	12° 23' 45.75966'' E	50.09292	12.39604
P101	Tršnice - Nový Drahov	0,955	Ne	H			50° 07' 17.96517'' N	12° 24' 15.17267'' E	50.12166	12.40421
P102	Tršnice - Nový Drahov	1,614	Ne	III.	21217		50° 07' 36.57416'' N	12° 24' 14.01119'' E	50.12683	12.40389
P103	Tršnice - Nový Drahov	2,111	Ne	III.	21231		50° 07' 52.18612'' N	12° 24' 14.28360'' E	50.13116	12.40397
P104	Tršnice - Nový Drahov	3,562	Ne	V			50° 08' 34.44694'' N	12° 24' 07.54856'' E	50.14290	12.40210
P105	Tršnice - Nový Drahov	3,792	Ne	III.	21311		50° 08' 41.91838'' N	12° 24' 06.85165'' E	50.14498	12.40190
P106	Nový Drahov - Vonšov	5,274	Ne	3L			50° 09' 11.64942'' N	12° 23' 09.21323'' E	50.15324	12.38589
P107	Vonšov - Skalná	5,838	Ne	MK			50° 09' 21.86571'' N	12° 22' 45.89950'' E	50.15607	12.37942
P107		0,13	ne	MK			50° 15' 61.35'' N	12° 37' 97.81'' E	50.26704	12.64384
P108	Vonšov - Skalná	6,025	Ne	O			50° 09' 24.68608'' N	12° 22' 37.25710'' E	50.15686	12.37702
P110	Vonšov - Skalná	7,094	Ne	O			50° 09' 49.86626'' N	12° 22' 09.05641'' E	50.16385	12.36918
P111	Skalná - LB MINERALS Skalná	8,128	Ne	O			50° 10' 20.33833'' N	12° 22' 21.62452'' E	50.17232	12.37267
P111		0,04	ne	MK			50° 10' 20.35'' N	12° 22' 21.046'' E	50.17232	12.37251
P112	LB MINERALS Skalná - Velký Luh	8,963	Ne	V			50° 10' 41.75183'' N	12° 22' 45.27036'' E	50.17826	12.37924
P113	LB MINERALS Skalná - Velký Luh	9,95	Ne	II.	213		50° 11' 12.16397'' N	12° 22' 33.54111'' E	50.18671	12.37598
P115	LB MINERALS Skalná - Velký Luh	11,135	Ne	C			50° 11' 48.73231'' N	12° 22' 21.39357'' E	50.19687	12.37261
P116	LB MINERALS Skalná - Velký Luh	11,389	Ne	III.	2135		50° 11' 56.71474'' N	12° 22' 19.94587'' E	50.19909	12.37221
P117	LB MINERALS Skalná - Velký Luh	11,837	Ne	2L			50° 12' 11.24585'' N	12° 22' 21.15184'' E	50.20312	12.37254
P118	Velký Luh - Nový Kostel	12,486	Ne	3L			50° 12' 22.76707'' N	12° 22' 45.27002'' E	50.20632	12.37924
P119	Velký Luh - Nový Kostel	13,168	Ne	3L			50° 12' 22.90851'' N	12° 23' 19.63636'' E	50.20636	12.38879
P121	Nový Kostel - Luby u Chebu	16,4	Ne	III.	21240		50° 13' 15.74696'' N	12° 25' 16.13726'' E	50.22104	12.42115
P122	Nový Kostel - Luby u Chebu	17,784	Ne	V			50° 13' 57.79920'' N	12° 24' 54.42223'' E	50.23272	12.41512
P123	Nový Kostel - Luby u Chebu	18,493	Ne	V			50° 14' 20.22948'' N	12° 24' 46.60044'' E	50.23895	12.41294
P125	Nový Kostel - Luby u Chebu	20,415	Ne	C			50° 15' 04.10104'' N	12° 24' 17.59585'' E	50.25114	12.40489
P126	Nový Kostel - Luby u Chebu	20,495	Ne	C			50° 15' 06.40658'' N	12° 24' 15.82471'' E	50.25178	12.40440
P127	Nový Kostel - Luby u Chebu	20,581	Ne	MK			50° 15' 08.27691'' N	12° 24' 12.73308'' E	50.25230	12.40354
P127		20,581	ne				50° 15' 8.2'' N	12° 24' 12.72'' E	50.25228	12.40353
P129	km 0,664 - Svatava	0,791	Ne	O			50° 11' 06.16327'' N	12° 38' 00.80106'' E	50.18505	12.63356
P130	žst. Svatava - ZV 5	1,454	Ne	III.	21030		50° 11' 20.38186'' N	12° 37' 36.11761'' E	50.18899	12.62670
P131	Svatava - Oloví	3,461	Ne	O			50° 11' 53.63833'' N	12° 36' 11.23982'' E	50.19823	12.60312
P132	Svatava - Oloví	5,016	Ne	O			50° 12' 33.82287'' N	12° 35' 59.11991'' E	50.20940	12.59976
P133	Svatava - Oloví	6,303	Ne	MK			50° 13' 03.61885'' N	12° 35' 17.53204'' E	50.21767	12.58820
P134	Svatava - Oloví	8,125	Ne	O			50° 13' 24.97552'' N	12° 35' 00.97139'' E	50.22360	12.58360
P135	Svatava - Oloví	11,257	Ne	O			50° 14' 37.66082'' N	12° 33' 55.21526'' E	50.24379	12.56534
P136	Svatava - Oloví	12,338	Ne	III.	21042		50° 15' 08.82471'' N	12° 33' 39.31035'' E	50.25245	12.56092
P137	Oloví - Rotava	13,25	Ne	MK			50° 15' 32.24105'' N	12° 33' 10.79214'' E	50.25896	12.55300
P138	Oloví - Rotava	15,684	Ne	O			50° 16' 28.91714'' N	12° 32' 57.68628'' E	50.27470	12.54936
P139	Oloví - Rotava	15,94	Ne	III.	21042		50° 16' 32.93224'' N	12° 33' 08.79157'' E	50.27581	12.55244
P140	Oloví - Rotava	16,822	Ne	III.	21042		50° 16' 52.77158'' N	12° 32' 44.95390'' E	50.28133	12.54582
P141	Oloví - Rotava	17,527	Ne	MK			50° 17' 04.41972'' N	12° 32' 16.18729'' E	50.28456	12.53783
P142	Rotava - Kraslice předměstí	18,766	Ne	O			50° 17' 35.53967'' N	12° 31' 39.83380'' E	50.29321	12.52773
P143	Kraslice předměstí - Kraslice	22,605	Ne	MK			50° 19' 28.38213'' N	12° 30' 46.20298'' E	50.32455	12.51283
P144	Kraslice předměstí - Kraslice	23,305	Ne	MK			50° 19' 44.31286'' N	12° 30' 22.34936'' E	50.32898	12.50621
P145	Kraslice - Kraslice st.hr.	23,916	Ne	MK			50° 19' 58.46882'' N	12° 30' 02.53253'' E	50.33291	12.50070
P146	Kraslice - Kraslice st.hr.	24,315	Ne	MK			50° 20' 11.43227'' N	12° 29' 58.54531'' E	50.33651	12.49960
P147	Kraslice - Kraslice st.hr.	24,791	Ne	MK			50° 20' 25.53321'' N	12° 29' 48.83349'' E	50.34043	12.49690
P148	Kraslice - Kraslice st.hr.	27,004	Ne	O			50° 21' 05.72322'' N	12° 28' 19.02065'' E	50.35159	12.47195
P149	Stará Role - Nová Role	6,923	Ne	II.	220		50° 14' 50.27611'' N	12° 49' 46.72191'' E	50.24730	12.82964
P151	Stará Role - Nová Role	8,212	Ne	MK			50° 15' 07.55773'' N	12° 48' 57.13366'' E	50.25210	12.81587
P152	Stará Role - Nová Role	8,292	Ne	O			50° 15' 10.11339'' N	12° 48' 56.80423'' E	50.25281	12.81578
P153	Stará Role - Nová Role	8,797	Ne	MK			50° 15' 15.26140'' N	12° 48' 34.40911'' E	50.25424	12.80956
P154	Stará Role - Nová Role	10,96	Ne	MK			50° 16' 02.36364'' N	12° 47' 21.15522'' E	50.26732	12.78921
P155	Stará Role - Nová Role	11,485	Ne	II.	209		50° 16' 10.05687'' N	12° 46' 58.36910'' E	50.26946	12.78288
P156	Stará Role - Nová Role	11,823	Ne	C			50° 16' 17.13233'' N	12° 46' 47.14035'' E	50.27143	12.77976
P156	SEDLECKÝ KAOLIN Božičany - Nová Role	6,212	Ne	C			50° 16' 17.13233'' N	12° 46' 47.14035'' E	50.27143	12.77976
P157	Nová Role - Nejdek	12,22	Ne	C			50° 16' 29.90009'' N	12° 46' 49.21915'' E	50.27497	12.78034
P158	Nová Role - Nejdek	13,065	Ne	MK			50° 16' 48.40663'' N	12° 46' 23.21274'' E	50.28011	12.77311
P159	Nová Role - Nejdek	13,708	Ne	MK			50° 17' 03.13819'' N	12° 46' 00.03759'' E	50.28421	12.76668
P160	Nová Role - Nejdek	14,212	Ne	MK			50° 17' 10.18329'' N	12° 45' 39.90771'' E	50.28616	12.76109
P161	Nová Role - Nejdek	14,85	Ne	MK			50° 17' 26.89804'' N	12° 45' 22.01068'' E	50.29081	12.75611
P162	Nová Role - Nejdek	15,025	Ne	C			50° 17' 31.96608'' N	12° 45' 18.69470'' E	50.29221	12.75519
P163	Nová Role - Nejdek	15,113	Ne	III.	20910		50° 17' 34.64390'' N	12° 45' 17.00062'' E	50.29296	12.75472
P164	Nová Role - Nejdek	15,759	Ne	2L			50° 17' 52.83410'' N	12° 45' 02.61826'' E	50.29801	12.75073
P165	Nová Role - Nejdek	16,099	Ne	III.	20910		50° 18' 01.73699'' N	12° 45' 10.77674'' E	50.30048	12.75299
P166	Nová Role - Nejdek	16,695	Ne	4L			50° 18' 19.44874'' N	12° 45' 16.93399'' E	50.30540	12.75470
P167	Nová Role - Nejdek	17,081	Ne	3L			50° 18' 31.37748'' N	12° 45' 11.79540'' E	50.30872	12.75328
P168	Nová Role - Nejdek	17,138	Ne	4L			50° 18' 33.23224'' N	12° 45' 11.02351'' E	50.30923	12.75306
P169	Nová Role - Nejdek	17,723	Ne	C			50° 18' 41.22097'' N	12° 44' 47.00926'' E	50.31145	12.74639
P170	Nová Role - Nejdek	18,114	Ne	O			50° 18' 51.66151'' N	12° 44' 35.68808'' E	50.31435	12.74325
P171	žst. Nejdek	19,08	Ne	III.	20910		50° 19' 10.67716'' N	12° 43' 57.79041'' E	50.31963	12.73272
P172	žst. Nejdek	19,212	Ne	III.	20912		50° 19' 10.74541'' N	12° 43' 50.80977'' E	50.31965	12.73078
P173	Nejdek - METALIS	20,548	Ne	C			50° 19' 23.92182'' N	12° 43' 32.95771'' E	50.32331	12.72582
P174	METALIS - Nové Hamry	21,306	Ne	MK			50° 19' 41.54908'' N	12° 43' 24.58476'' E	50.32821	12.72350
P175	METALIS - Nové Hamry	21,479	Ne	C			50° 19' 45.87456'' N	12° 43' 18.83711'' E	50.32941	12.72190
P176	METALIS - Nové Hamry	21,703	Ne	MK			50° 19' 52.26238'' N	12° 43' 13.69736'' E	50.33118	12.72047
P177	METALIS - Nové Hamry	21,828	Ne	C			50° 19' 55.55746'' N	12° 43' 10.35926'' E	50.33210	12.71954
P178	METALIS - Nové Hamry	22,467	Ne	C			50° 20' 10.89532'' N	12° 42' 48.67700'' E	50.33636	12.71352
P179	METALIS - Nové Hamry	22,989	Ne	C			50° 20' 26.60311'' N	12° 42' 48.72023'' E	50.34072	12.71353
P180	METALIS - Nové Hamry	23,315	Ne	III.	2194		50° 20' 34.60145'' N	12° 42' 37.89609'' E	50.34294	12.71053
P181	METALIS - Nové Hamry	24,331	Ne	III.	2194		50° 21' 04.73190'' N	12° 42' 49.37160'' E	50.35131	12.71371
P182	METALIS - Nové Hamry	25,876	Ne	MK			50° 21' 35.37462'' N	12° 43' 13.79006'' E	50.35983	12.72050
P183	Nové Hamry - Pernink	26,428	Ne	O			50° 21' 18.11461'' N	12° 43' 08.85713'' E	50.35503	12.71913
P185	Nové Hamry - Pernink	27,985	Ne	O			50° 20' 34.86006'' N	12° 43' 24.96164'' E	50.34302	12.72360
P186	Nové Hamry - Pernink	28,382	Ne	C			50° 20' 30.16282'' N	12° 43' 43.66205'' E	50.34171	12.72880
P187	Nové Hamry - Pernink	28,689	Ne	O			50° 20' 26.04559'' N	12° 43' 57.81024'' E	50.34057	12.73273
P188	Nové Hamry - Pernink	30,794	Ne	1L			50° 20' 44.58099'' N	12° 45' 06.51360'' E	50.34572	12.75181
P189	Nové Hamry - Pernink	31,391	Ne	1L			50° 21' 03.55156'' N	12° 45' 03.54790'' E	50.35099	12.75099
P190	Nové Hamry - Pernink	33,606	Ne	2L			50° 20' 50.73737'' N	12° 46' 32.72381'' E	50.34743	12.77576
P191	Nové Hamry - Pernink	34,661	Ne	III.	21047		50° 21' 14.82009'' N	12° 46' 52.46518'' E	50.35412	12.78124
P192	Nové Hamry - Pernink	36,035	Ne	4L			50° 21' 51.14857'' N	12° 46' 24.71932'' E	50.36421	12.77353
P193	Pernink - Horní Blatná	36,784	Ne	O			50° 22' 14.50279'' N	12° 46' 18.15198'' E	50.37070	12.77171
P194	Pernink - Horní Blatná	38,147	Ne	O			50° 22' 57.43949'' N	12° 46' 12.67328'' E	50.38262	12.77019
P195	Pernink - Horní Blatná	38,304	Ne	O			50° 23' 02.42647'' N	12° 46' 12.39752'' E	50.38401	12.77011
P196	Horní Blatná - Potůčky	40,162	Ne	4L			50° 23' 40.83345'' N	12° 45' 14.41305'' E	50.39468	12.75400
P197	Horní Blatná - Potůčky	40,95	Ne	4L			50° 23' 58.44538'' N	12° 44' 52.45170'' E	50.39957	12.74790
P198	Horní Blatná - Potůčky	41,614	Ne	4L			50° 24' 17.61354'' N	12° 44' 37.99346'' E	50.40489	12.74389
P199	Horní Blatná - Potůčky	42,419	Ne	4L			50° 24' 38.24683'' N	12° 44' 15.77639'' E	50.41062	12.73772
P200	Horní Blatná - Potůčky	43,314	Ne	O			50° 25' 06.27077'' N	12° 44' 07.75340'' E	50.41841	12.73549
P201	Horní Blatná - Potůčky	44,478	Ne	4L			50° 25' 37.01602'' N	12° 44' 07.71557'' E	50.42695	12.73548
